Emotion,Comment
6,"When I tell someone no. In other words when I refuse to do  
something although I could have helped him."
0,When I got a good grade for an exam in statistics.
3,A younger brother of a good friend of mine died (asthma).
4,"I read a book about torture. The book described exactly how the  
torturing was done."
5,"I made a joke about the rat of a boy. I compared his rat with a  
sausage. I told the boy he had a delicious sausage."
6,"After a courtship of three months I made an end to it. The boy  
was very sad about this."
0,I had a very pleasant conversation with one of my friends.
1,"I had a dream about my fiancTe leaving me and making an end to  
our relation."
3,"During the funeral of my grandmother, when I saw my mother and  
other family members crying."
4,"A fellow student who seemed very nice later on proved to be a  
slimy fellow towards a professor."
5,"My father was very angry with another man in the presence of my  
friends."
6,"I once drank too much alcohol and became very ill. This was in the  
presence of my friends."
0,"This week I was phoned by an old friend with whom I lost contact  
a few years ago."
1,I was raped by a friend.
3,"My father suddenly fell ill. He stayed for 3 months in the  
hospital: the last month on intensive care of the Academic  
Hospital, then he died."
6,"When I see that my mother forces my little brother (15 years) to  
work very hard for school. I don't agree that she constantly puts  
him to work, but I don't tell it to her, so nothing changes."
0,"I thought that someone was angry with me but, by hindsight, that  
didn't appear to be the case, he even liked me."
1,"Once, late at night, I was biking home and overtook a man. He  
said to me ""Hello darling"" I was terrified and imagined the  
wildest scenes."
2,"My parents thought that I didn't do my best to pass the final  
examination (secondary school). When I achieved a good grade they  
said nothing, but if I had had a bad grade they would have become  
very angry."
3,"When I caused much pain and sorrow to my boyfriend by finishing  
our relationship."
4,"When I read about or think about environmental pollution, the  
armor race, starvation, etc. Then one realizes that mankind is  
bad, most important is power and money, at the cost of nature and  
mankind."
5,When I imitated a teacher behind his back - walking very silly.
6,"I told someone that I still had a relationship with a boy  
although it was finished already 3 months before. That person  
seriously discussed several things relating that issue. Then I  
felt very miserable because I had told lies."
0,"A meeting and a conversation with a woman (somewhat elder than  
me) who considers me as her child (she also has one child of her  
own). Last two years I lived with her (no relationship)."
1,"As a child I suffered of nightmares. Even since than, I have  
never been so anxious and fearful."
5,"Recently, I left my bag in the car of someone who picked me up  
while hitch-hiking. I spent some effort to find out where he  
lived (I succeeded)."
6,"In Biarritz (the South of France) I met some English students  
who, especially for me, went to Paris and gave me food, while I  
didn't have any more money."
0,"When I passed the driving test already on the first try, although  
I felt more and more uncertain as the day came near."
1,"When my father suffered with dizziness. He had to be  
hospitalized, because the physician didn't know what was wrong.  
Because his stools were black, I thought it could be cancer."
2,"When I arranged our holiday in Paris, and my girlfriend raised  
criticisms all the time."
4,"When a girl in my class (on the secondary school) appeased the  
teacher, resulting in getting a higher grade. This occurred often  
with her."
5,"When I arrived too late at a meeting of mentor (the night before  
the introduction of novices on the University start)."
6,"When my father told me that I should help my mother more often,  
because she was so busy. And I realized that he was right."
0,"Passing an examination, although I felt sure I had failed."
1,"I lived in a student-house, where you shared the lavatory and  
shower with a fellow student. the shower cubicle formed the  
connection between both appartments. My neighbour very often was  
drunk and aggressive. One night, I was afraid that he would enter  
my room."
2,"I suffer from a disease of my muscles. Therefore, I am only able  
to attend lectures for half a day. So, sometimes I miss  
obligatory lectures. However, the teachers do not take into  
account my disease, and punish me with detention work, resulting in  
an overload."
3,"I suffer form a disease of my muscles. However, I cannot talk  
about it and my feelings, the consequence with my parents. They  
try to repress it."
5,"Going out for dinner, or during one ice-cream and four spoons."
2,"When a pick-pocket robbed me of my money (K20) while I  was  
buying bathing soap."
3,When I failed the grade seven examination.
4,"When my friend who was drunk insulted me in public for no reason at  
all."
5,When I tried to steal a book from the bookshop and was caught.
0,The day I learnt that I had been admitted to the university.
3,"When my father passed away in 1978.  I was left alone with my  
mother who was very sick so I had to go and live with my aunt, who  
is very short tempered, till my mother was discharged from the  
hospital."
4,When I learnt that my best friend had failed the exams.
6,I broke my friend's badminton racket and she kept quiet about it.
0,"""Boy, you have been admitted to the medicine school and your  
uncle is coming back fron Canada next week,"" my father told me  
and it was a happy moment."
1,"I was in form five at the boarding school and my friends and I  
had gone drinknig beer in the nearby village.  And we were caught  
red handed there by a form master."
2,When my mother quarrelled with my aunt over me.
3,"My elder brother had been expelled from college and he was so  
frustated that he attempted suicide - he drank bottle fragments.   
I was very sad when I learnt this."
4,"I found out accidentaly that while my uncle was away in Canada, my  
aunt had been bedding a young man on a regular basis."
6,"I was in grade seven and my class was planning a protest against  
a rude and immoral teacher.  I sneaked out and told the  
headmaster about it and so the plan was foiled."
0,"I won the first prize at the science fair, the first of the kind  
at school and I was only in form II then.  "
1,"A close relative of mine died in a serious car accident.  I was  
one of the first two people to see the corpse and I had to do it.  
 Before going in to see it I was afraid as it was the first time  
that I was seeing a corpse."
2,"My younger brother destroyed and gave away some of the books that  
I had intended to keep for as long as possible."
3,"When a close relative of mine passed away, it was the first time  
that someone so close to me had died."
4,"A person whom I thought to be honest took and spend the little  
money that I had and I had no way of getting any money in the  
few following months."
5,"While watching a religious film, I got very excited and made a  
number of comments which were reproached to me by an elderly  
person who respected me."
6,"I beat up a female friend after I heard the defamatory stories that  
she had been telling.  I was later called to explain my  
behaviour."
0,"My 21st birthday celebration, when I cut the cake and received  
the presents."
2,"When some seniors tried to scold and insult some juniors on  
account of what the juniors were supposed to have said at  
secondary school."
3,"When an uncle of mine, who was close to me, passed away after  
having had a stroke, before his first daughter could be named."
4,When my sister's boyfriend accused her of having been sleeping around.
5,"When I could not hold my bladder while making a telephone call  
and ended up wetting myself."
6,"When I was made to feel responsible for the emotional state a friend of  
mine was in."
3,My fiancT left me for my best friend.
5,"On New Years eve I drank too much alcohol, so much that I had to  
vomit in the presence of other people."
6,"I have cut loose from my father a few years ago. I know he is  
very sad about this."
0,A recurrent lovesickness.
2,"Meddlesomeness of my mother about the way I live. She thinks I am  
to free in my behavior for instance when a boyfriend stays the  
night."
6,"When my friend needed my help very much and I, at that moment, made  
an end to our relationship."
1,"When a man rang the doorbell and wanted to enter the house with  
violence. I was alone at home that moment."
2,"A friend came to visit me late one night. He promised to stay  
only a quarter of an hour, but he stayed 5 hours !! He didn't  
leave and I was very angry."
3,"I had to terminate a training because I wasn't suited for it. I  
was very sad about this, because I very much wanted to finish  
that training."
4,"During my birthday party a friend drank too much alcohol. So much  
that he had to throw up. Worst of all was that he couldn't leave  
my friend alone and that he was molesting her."
2,"During military service a superior reproached me unjustly. This  
led to friction in a lot of situations."
4,"During military service I heard the story of someone who tried to  
commit suicide and as a result of this got a week custody."
5,"I thought of myself as being clumsy when I made love for the  
first time with a girl."
0,"Sitting alone in a quiet room concentrating on things happening  
around me which pleases me."
2,"When a teacher tells a story which isn't true. It only reflects  
his way of interpreting reality."
3,"I have high expectations for my future but if I pursue the  
subject in this manner I will not attain this."
4,"I heard a broadcasting programme about parapsychology. The people  
in this programme used very difficult words which I couldn't  
understand. They acted exaggerated without showing any feeling."
0,"My sister and brother in law returned from Sri Lanka where they  
adopted a child. I went to pick them up at the airport."
1,"During a football game I made an offence towards an acquaintance.  
Later on this acquaintance also tackeled me and the game became  
very rude."
2,"I work at a petrol station. When there is a foreigner who wants  
petrol my collegues treat him very impolite."
6,"When I talked to another student about the notes she got last  
semester, not knowing that she got a lot of bad grades."
2,The stories about the way my grandmother treated my mother.
3,When my mother was proved to suffer from a very serious disease.
4,"The stories about my aunt who was beaten and humiliated by my  
uncle."
5,"I omitted to do a favor to a friend, while he was very much in  
need for help."
6,When I had a little accident with my boss'car.
0,"Every year during carnival I am very joyful I have an intense  
feeling of happiness then."
1,"The only event I can remember is having a nightmare when I was  
very young (3 years old) I dreamt about a machine which was going  
to crush me."
2,"I am usually angry at myself. This happens often. For instace  
when I want to pet without falling in love and it soon proves  
that I have fallen in love with him."
3,"Losing a boyfriend for the second time to my friend. He fell in  
love with her. The same thing happened a few months earlier with  
another boyfriend."
4,"There is a person whom I disgust. Evrey time I see her I get this  
terrible feeling I disgust her whole appearance."
6,"My mother always evokes feelings of guilt in me. For instance  
when I miss the last bus I know she will be concerned for me and  
stay awake till I arrive."
2,"After a hard day at the university I also had to make dinner that  
evening. It failed because of a frying pan which broke."
4,"A story I heard recently about a baby dying after sexual  
abuse."
5,"During a party I overheard a conversation about china. When I  
wanted to give my opinion one of the people came out to be Chinese  
and his opinion was right of course."
6,"When I didn't bring my girlfriend home one night. Later she told  
me that a cardriver solicited her."
0,"When an old schoolfriend phoned me to arrange an appointment to  
talk about old memories. I hadn't seen him for 8 years."
3,"My girlfriend left the house in which we lived together a few  
months ago. This made me very sad."
4,"When my parents behave very ""witty"" towards me, they make insipid  
jokes about which they laugh. Or my mother who treats me like a  
little child."
5,"Making an unexpected talk with a professor in the canteen. This  
made me shy."
6,"Flirting with other girls while I already had a very good  
relationship. When there are problems in my relationship, the  
flirting increases as does the feeling of guilt."
2,Being treated unfairly and being hurt by someone I love.
3,"When I finished a relation after four years, leading to much  
sorrow for the other one and myself (""although it was the best  
solution"")."
4,"Every time I meet a certain person. We cannot get on well  
together, we dislike each other."
5,When coming up for trial because of shop lifting.
6,Being catched when stealing.
3,"My boyfriend finished our relationship when I started studying  
psychology in Nijegen, because then we would not be able to meet  
frequently anymore."
4,"A friend had a quarrel with the mother of her boyfriend because  
she and her friend decided to go and live together. She needed  
money for removal, then she made a great effort to reconcile."
5,"I was catched when, as a little girl, I played tricks. I was very  
startled then and wet my pants."
6,"I was of the opinion that 12.00 pm was too early to be back at  
home after going out, so I stayed away longer, knowing that my  
mother would be worried."
0,I was called and invited to have a talk about a job I wanted to have.
1,"Once late at night (around midnight) a person asked me to give  
him a lift. He suddenly tried to attack me but I could escape.  
After this he followed me for a little while."
2,"There was a lot of irritation between me and a person who lives  
in the same house where I live. Suddenly it became too much for me and I  
accused him of several things."
3,"The end of a relationship (after 4 years) by doing this I hurt  
the other person very much."
5,"I am troubled by hair growing in my neck. I was troubled by this  
for a long time and was much ashamed when someone brought his/her  
hands close to my face."
6,"Against the will and without the approval of my parents I went  
for a few days to my boyfriend in Germany."
0,When a friend of me came for an unexpected visit.
3,When the mother of a good friend of mine died.
0,"After I saw my family and good friends back after staying one  
year in a foreign country. "
1,"When a good friend of mine behaved in a very cool manner to me  
for a very long time."
2,"I was in the library of medical psychology and walked into the  
wrong direction. A man who came out of a room threated me very  
denigrating and I became very angry in a resisting manner."
3,"A good friend of mine died. During the funeral I felt an intense  
feeling of sadness."
4,"When an uncle of mine who is very ill started to cough wich  
sounded very dirty. (He can't help it of course)."
5,"At Christmas night there was a good movie on television which I  
wanted to see for years. I was whining about it till someone told  
me it was very childish. Then I felt shame."
0,"When I go out with my friend with enough money and good sense to  
our favorite dancing."
1,When going out I am threatened regularly by two punk-girls.
3,"My relationship with a boyfriend was finished and I didn't  
succeed a years-course."
5,"After a party in which I made love with a boy in public. Later on  
I heard that others were talking about me and called me a slut."
6,"When I got associated with a boy one year ago, I neglected my  
best friend. When the relation with this boy finished she behaved  
very easy-going towards me. I felt guilty then."
0,"When I made the winning goal during a very important football  
game."
2,"Seeing for the first time pictures about the so called  
""treatment"" of Jewish people in Nazi-Germany during World War II."
3,"The death of my mother-in-law after a long sick-bed. at the  
moment of dying I was with her."
4,"I was looking at a one-man show on television. He told very  
disgusting things so that I started to be disgusted with it.  
(Later on it proved that this was his intention)."
5,"I was drinking a glass of wine and eating something when there  
suddenly appeared pictures about the famine in some parts of  
Africa."
6,"When I don't go to my parents on Sunday and phone them to tell  
them that I have to study. The truth is that I listened to sports  
on the radio."
0,"When it appeared that I was not pregnant when I was several weeks  
overtime."
1,"The same situation as with sadness. I was afraid about what my  
parents would further do to distroy my relationship."
3,"I had this feeling when my parents distroyed a relationship with  
a boy because they thought he was bad and irresponsible."
4,"After the accident which I described in SHAME. I came to myself  
and saw how terrible everything looked like. I disgusted myself  
and everything I saw."
3,A sudden end to the relationship with my first girlfriend.
4,"I heard part of a conversation in which one talked very low about  
women."
5,"In an important situation for me, my father behaved inadequately."
6,When I took the car of someone without saying it to him.
0,"I felt joy when I heard that I was accepted for the Free  
University in Driebergen."
4,"I felt disgust after watching a picture on television about  
torturing political prisoners in India (this happened in the  
India of Indira Ghandi)."
5,"I made a very insulting remark against a person whom I care for  
very much. This event was caused by a third person who didn't  
like the person I insulted."
0,"When my boyfriend and I went out for a dinner and subsequently  
went to his family. We had a very nice evening."
1,"When I walk through streets late at night. This is because I and  
my friends were attacked one night without any reason for it."
2,"When I got the feeling that I had to do all the housekeeping  
while my boyfriend didn't do anything. This happened in a period  
of exams when I had to study very hard."
4,"I feel disgust when hearing or seeing other people being treated  
inhumanely. For example torturing in chili."
5,"In my opinion guilt is a feeling which goes together with shame.  
Here then I refer to the situation of guilt."
6,"When I became angry at my boyfriend without any reason. I know he  
cannot bear me being angry at him and that he can't study anymore  
then."
0,The day I heard that I passed the high school exam.
1,"I was living in rooms in a very lonely, quiet neigbourhood.  
During the night it was very silent and this frightened me. The  
fact of being alone in that house frightened me."
3,"A very close friend of mine died. I read it in the newspaper. I  
didn't know what to do and thought about it the whole day."
4,"A girl who also hires a room in the house where I live always  
tries to make a quarrel with everyone available she disgusts me."
5,"A teacher spent a lot of time helping me without wanting to be  
paid for it. For the exam I didn't got a good grade and I felt  
ashamed."
6,"I knew I had to take an exam very soon but yet I couldn't start  
studying. I also knew it was very imprtant to succeed the exam  
this time."
0,"When Christmas holiday started, I felt very joyful when I  
finished my last exam."
2,"I was very angry at my father when he didn't give me as much  
money as my brother to use for studying. Once again my brother  
was better off then me."
3,"When my gradmother died.  I felt very sad then ... The feeling  
started to be worse after a while."
5,"When I didn't meet an appointment I had made. The person phoned  
me but I thought of something (I told I was ill) so that I didn't  
have to go."
0,"My boyfriend was playing with my cat. He was playing games with her  
and telling nice things to her. "
1,"When I slept for the first time all alone in the house where I  
live now. A man phoned me at 2.00 am. He wanted something from  
me. I was afraid."
3,"I hadn't been at my parent's place for a long time. When I went to  
visit them I had high expectations, but when I was there it was  
very different from what I expected."
5,"I was eating in a very nice restaurant, when the servant asked  
whether I liked the food I told him that I liked it but that  
there was one thing which wasn't so good. The servant than worked  
very hard to make it good."
6,"A few weeks ago I thought about an exam I had to take soon. I  
remembered this just before I had to go to sleep. I felt guilt  
because at the beginning of the year I planned to succeed."
0,"During my high school time I succeeded to play a concert of  
Mozart on the piano when I gave my first performance I succeeded  
to play it very well."
1,"When a car ran into me. The moment that I felt on the street I  
thought ""This is my end, I am going to die""."
3,"There is a boy who I love very much. I asked him to have dinner  
with me, but he refused I don't know why he didn't go with me,  
but I felt very lonely."
4,I saw a dog who was eating excrements.
6,"During a holiday in East-Germany I got aquainted with a boy who  
lived there. We started writing, but I only wrote once. I felt  
ashamed because I probably was one of his sparse contacts with  
western Europe."
0,"When I saw a good friend again after not having seen her for a  
long time."
1,"When I slipped on a glazed frost road and a car almost ran into  
me."
2,"When people without my permission pry in my belongings and take  
things out of it."
4,Seeing a pornographic movie in which animals were used.
0,"When I went to visit a friend in the hospital. She had to undergo  
an operation for rupture. I was glad to hear that the operation  
succeeded and that she was relieved of her pain."
2,"I worked together with another student on a computer-assignment.  
She didn't do her best and didn't prepare herself for it. She  
expected me to explain it to her."
3,"I had a quarrel with a good friend about the fact that I didn't  
pay her a visit when she expected me to come. Hereafter I was  
very sad because it became a real quarrel."
6,"I became very angry with my friend because he didn't do shopping,  
while we agreed on him doing this. My being angry was proved to be  
without reason and I felt guilty about it."
1,"When I was 12 years old I frequently was pursued by others and  
got sound thrashes."
3,When my girlfriend decided to finish our relation.
5,"When I overslept for the second time on the day I had an  
examination."
6,"When having a relationship, I made love with another girl."
0,When the girl with whom I am in love smiles at me.
1,"When biking and I felt very bad (problems with heart and  
respiration)."
2,"When a discussion resulted in an insult, which in my opinion, was  
not justified."
3,"When I realized that it did not make much sense to start a  
relationship with a girl who was not very constructive to  
establish a firm relationship."
6,"When I had broken a piece of glass of the refrigerator by putting  
a hot pan in it."
0,On my birthday when several good friends came to visit me.
1,"I went to the apartment of my boyfriend and saw some people  
before his door. I thought that something had happened."
3,"I felt very lonely, was very dissatisfied with myself when I  
realised that I could feel very jealous of other women because  
of my boyfriend."
4,"A scene in a film in which one man repressed another one. By  
concidence, their position was reversed. The other man was  
repressed in an identical way as he did before."
0,"I felt joyful when my boyfriend met me at the station, while at  
first he had said that he would not do that."
1,"I was very startled when, at night at 2.00 am, a boy approached  
me and yelled ""I fuck you"", then however he stopped and laughed at  
me."
2,"When someone does not listen to me after having asked me to  
repeat what I said. This happened more than one time with the  
same person."
3,I felt very sad when I heard that a friend had committed suicide.
5,"When I made acquaintance with the parents of my boyfriend for the  
first time. They spoke Limburgian (a dutch dialect) and one of my  
first remarks was that I disliked Limburgian dialect."
6,"When I cancelled an appointment with an idle story. Afterwards  
it appeared that the person had looked forward to it and reserved  
time for it."
0,"For a few days I felt very miserable, distressed and listless,  
with crying fits. When this was over I felt very happy, although  
there was no special reason."
1,"I was testing my new roller skates in the street, suddenly a dog  
ran barking in my direction, very threatening. I was very  
startled and terribly upset."
3,"Recently I felt very sad without any reason. It lasted for a few  
days. There was nothing I liked in that period."
4,"Someone told me a story of Amnesty International: a boy was  
killed and his head was put in the litter of his girlfriend. It  
looked as if she was pregnant, then she died. It is disgusting, I  
can hardly write it down."
5,"I cried for 3 hours because I felt very miserable. Then I called  
my boyfriend and he said lovely things to me. After this feeling  
disappeared I felt ashamed."
0,"When my boyfriend and I experience something nice or when we have  
made a nice walk together."
1,"The weather is very bad (fog and slipperiness) the newcast  
reports many traffic accidents and my boyfriend is driving home  
and still has 60 kilometers to go."
2,"Someone told me that he would stay at my home for one night.  
Therefore I made big efforts to make everything ok (food). One day  
before he cancelled the appointment because he had to go to  
church with his parents."
3,"We had to take our cat to the vet for mercy killing (an  
injection)."
4,"When people are eating unsavoury (smacking, belching, speaking  
with food in their mouth, etc.)."
5,"A girl in our class was nicknamed ""fatsy"". Later, I heard that  
she suffered from diabetes mellitus."
6,"I made an appointment to pick up someone. However I arrived  
too late and she had to wait a quarter of an hour."
0,"One night I had a very good conversation with two friends. I then  
realized how worthy they were for me and how happy I was to  
have them as friends."
1,In the morning just before going to the dentist.
2,"When a very close friend with whom I have a very intimate and  
bodily relationship (he had a girlfriend) started to avoid me and  
didn't want to talk to me any more."
3,"When a good friend with whom I had an intimate relationship made  
clear that he didn't want to continue in the same way. He choose  
his girlfriend (also a friend of mine)."
5,"I had a short lasting sexual relationship with someone I didn't  
love."
6,"When I realized that I avoided two good friends with whom I  
always shared toys and sorrows. I made up idle stories to avoid  
telling them what happened to me."
2,"I made an appointment with a friend to drink coffee togehter.  
However, for the third time in that week she arrived an hour too  
late."
3,"My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  
His shape forced me to mercy killing (an injection)."
4,"I read a newspaper report that a little boy was forced to look  
while his sister was raped."
5,"We had made an appointment to complete together a piece of work.  
It appeared that I was the only one who hadn't prepared anything."
6,"I call my mother at least once a week. However last week I  
completely forgot. This morning she called me, she thought I felt  
ill."
0,"After the funeral of an acquaintance I felt very depressed. That  
feeling turned into joy when I heard that I had achieved a good  
grade for an examination."
1,"I had to call someone and make an appointment for a conversation.  
I was very afraid to fail."
4,"I cannot remember exactly such a situation. But I know that  
once I went to a very dirty lavatory and that disgusted me."
6,"I once torn the inner tube of a bike, that was not mine. Then I  
saw it was a brand new one. I felt very guilty then."
0,"When I found out that the girl, with whom I was in love, loved me  
too."
1,"When my mother threatened me with thrushing me of the stairs, when  
I once more should make a comment."
3,"My mother unjustly became very angry with me and sent me to my  
room while my father explained that the way she saw things was  
not correct. I had done things with the best intentions."
4,"My mother was very angry with my little sister and told her to  
put her hands on the table in order to beat her hands up. She  
forced by means of her power."
6,"Once after falling in love, I imagined that particular girl to be  
perfect and completely overshadowing my girlfriend. Afterwards I  
realized that this image was not objective. I felt guilty against  
both girls."
0,"Once a week I work as a volunteer in a biologic garden. this work  
in the garden and the contact with other volunteers filled me  
with joy. They also gave me support after I failed passing my  
driver's test."
1,"My friend and I planned to search for old documents and utensils  
in the cellar. It was very late at night when we arrived in the  
cellar. He indicated the place where the police (40 years ago) found  
two dead bodies. I got very scared when he told me this story."
1,"When I went up the stairs in a high, dark house full of shadows,  
passed a door and had the feeling that someone or something was  
behind me, although I knew I was alone."
2,"A friend told me it would be better for me not to be on familiar  
terms with another friend, although, in my opinion he had no  
reason to say such things. He only said so hoping that I  
would search support from him (that, however, was not necessary)."
4,"When I see that some people remain cold and egoistic with regard  
to close friends, even in situations that those friends need  
them."
0,"A few days ago, I hitch-hiked to Arnhems with a friend.  
Everything went well: they picked us up very quickly, the sun was  
shining, I was feeling free and, for the first time after long  
time, happy. I really had the feeling that I was living at full  
speed."
1,"My grandmother several times has been struck by cerebral  
hemorrhages. Until now she recovered well each time, but there is  
always the threat to loose her."
2,"I had made an appointment with three friends. We had to go out  
together. When I arrived at the place, the other persons weren't  
there. I became very angry because I thought they were gone  
without me. That, however, didn't appear to be the case."
3,"I finished the relationship with my boyfriend, after having felt  
myself very unhappy for a long time."
5,"I was taking a shower in a cubicle in France. Then I discovered  
that a few children were loking at me from the adjacent cubicle."
0,"A close relative of mine underwent a difficult operation, and everything  
turned out fine."
1,"When I get into the tube or the train without paying for the  
ticket."
2,"A class-mate urged me to carry out a particular protest along  
with him, and when the time came this fellow drew back while I  
had to face the situation."
3,When I failed the entrance exam to IMEC.
4,When I saw someone eating live worms.
5,"When I was a child my parents caught me with a pornographic  
magazine."
6,"[ I can not remember anything in particular.  What I can remember  
is feelings of having done or said something which then had  
negative consequences.]"
0,When they told me that I had got a study grant.
5,When I wore a grotesque figure hanging down my back.
0,When my father was saved from a severe work accident.
1,"When I was a child I hid under the sheets out of fear of  
darkness."
2,When I first saw a person begging.
3,When my basket ball team lost the qualification at a final.
4,When I see rotten meat.
5,When a person whom I do not want to see is continously present.
0,"When I got to know that I had passed the university entrance  
exam.  I thought that I had done one of the exams badly."
2,"We hitch hiked our way back from a town rather drunk.  We were  
dropped in another town which was unknown to us.  I needed to  
urinate, so I did it on a wall which turned out to belong to the  
military headquarters.  They arrested me and made me pay a fine  
of 500 pts.  We had to go home on foot (6 km) since it was too  
late for anyone to give us a lift."
3,"I was to meet a girl in a discotheque.  She was very pretty and I  
was very happy.  But she did not turn up.  Thank God, there were  
some other friends there and I was able to have a more or less  
good time."
5,"I met a friend in a discotheque. he was with a girl and he told  
me that she was not his girlfriend.  I, to say something,  
commented that she must be a viscious woman.  He then told me  
that she was his girl."
6,"I went to a pub with a group of friends (not very close) and  
I was with one girl most of the time, while the other girls in the  
group wanted to be with me.  They stopped talking to the girl I  
was with."
1,"Before an exam which I, finally did not take."
3,When I had an argument with a friend.
4,When I am dirty because I have not had a shower for a few days.
5,Once I did not have enough money to pay for a coffee.
1,Before taking an exam.
2,"My family told me to leave if I was not willing to accept the  
conditions they imposed on me."
3,"A friend of mine called me when I was not at home.  I phoned her  
back to know what she wanted and she told me that she had dialled  
the wrong number."
4,I had to change a baby's clothes for the first time.
6,My younger sister was almost run over by a lorry.
0,When my brother was born.
2,Once I saw some children hunting a cat to death.
3,The death of a friend.
4,When I saw a scene on T.V where a castration was shown.
5,Once I answered my father rudely.
6,"When my brother ran away from home and I thought it was because  
of my continously scolding him."
0,"When I saw that I had passed the university entrance exam.  It  
made me forget all my problems."
3,"When I learnt that a boy I liked had been with a girl for three  
years."
4,"When a very dirty class-mate farted in my  presence.  There was a  
terrible smell."
5,"When I realized that I had a hole in my trousers after having gone  
for a walk."
0,"When I saw my 16 year old sister at home after having waited for  
her all night, not knowing where she was."
1,"While I was waiting for them to give me the marks of the most  
difficult subject this year."
2,"I had an argument with my mother because I criticized the rules  
she imposes at home, which are too rigid and arbitrary for me."
4,On seeing a scene of an accident in a magazine.
5,"A few days back I had to ask a professor a ridiculous question  
because I had lost at a game of cards and had to pay a forfeit."
6,When I shouted at my mother when she was nervous and depressed.
0,"After several days delay in my girlfriend's menstration I was  
very glad to see that the pregnancy test was negative."
1,"When I saw a TV program on the North American military plan  
called ""The startwar""."
4,Whenever I see an alcoholic.
5,"On New Year's Eve, when I went to the house of my girlfriend's  
parents to meet them."
6,"When I failed an exam for which I knew that I had not studied  
hard enough."
0,"The day the Real Madrid team of basket ball qualified for the  
final at Athens."
1,"The last time I was face to face with with the monstrous dog  
which lives in my street."
2,"During a trivial (friendly) discussion, one of the participants  
made an intervention which made me feel uncomfortable."
3,"When I heard the last regulation of the socialist govrenment  
concerning pensions."
4,When I got to know the details if the famine in East Africa.
5,"The last time I had to phone the Registry, after having called  
them so many times in the last few days."
0,When I passed an important exam.
1,"In a rather important exam, when they caught me red handed  
copying."
2,"When my father addressed me directly and maliciously, thus  
including me in the ""family war""."
3,When my parents got divorced.
6,"When I was with a girl who seemed to love me, while I was with  
her just to go to bed with her."
0,When I passed an exam which I had failed last year.
1,When I go out alone at night.
2,A murder.
3,When I failed two subjects last year.
4,When I see people who have no sentiments.
6,When I triffled with other people.
0,"When I was told that I could take a week off and go for a trip  
with my friends."
1,Every time I went home with my school report.
2,"During an argument between friends, one of them accused me of  
taking advantage of some other friends who usually come to the  
university in my car, saying that I ask them too much money for  
the petrol."
4,A young man was insulting and humiliating a drunken man.
0,"When I saw that I had passed an exam.  It was the last chance and  
there was a lot at stake."
1,"On a trip to Santander we wanted to stop at a curve because a  
friend was sick, and the car skidded of the gravel."
2,"My cousins were playing at home and one of them broke a decorative  
object which was very precious to me."
4,"When I saw a film where a black was rapeing a girl while another one was  
filming it for a pornographic movie."
5,"I was swimming in the sea and a wave took the top part of my  
bikini away."
6,"I was looking after a child and she fell down because I was not  
paying her much attention.  One side of her face got bruised."
0,"When I pass exams, or when a close friend of mine recovered  
from an illness,etc."
1,"Fights that I see in the middle of the street, robberies, fear of  
darkness when going home."
2,"During a family discussion on my future and my prospects as a  
student, they accused me of not bothering about looking for a job to  
assume my financial situation."
3,[ Depressions.]
5,"For example, to feel bad because of one's attire, to be among  
people who do not belong to the same social class, to give a  
wrong answer in class, to be surprised in particular situations."
6,"Some of my friends had an argument.  I had earlier phoned one  
of them and that may have influenced him to argue."
0,"When I met a very close friend of mine after one year of  
separation."
1,"There was an earthquake for several minutes and I was on the  
eight floor."
2,"An argument among several friends because of the irrational  
behavior of one of them who fell out with us for no reason and  
said that we were to blame."
4,Pictures of Nazi extermination camps on a T.V program.
5,"Equivocal situation when filling a security questionnaire on  
entering a government building with several people there."
6,"I left a boy with whom I was going around without giving him any  
explanations."
0,When my sister was born.
1,When they tried to rob me.
3,When my grandmother died.
4,When I see dead dogs on the road.
5,"When I went to see the doctor and had to take my clothes off so  
that he could examine me."
6,"When my parents quarelled over something I had done and which was  
wrong."
0,When my little sister was born.
1,"When I was attending an authorized demonstrationand the police  
rushed brutally at the demonstrators, without any warning."
4,When I saw a very disagreable scene.
5,When I had to represent my boss at a meeting.
0,When I passed an exam.
1,When they threatened me with a knife to take my money.
3,When my dog died.
4,When I saw an accident where the man lost his head.
5,When I tripped while getting on a bus.
6,When I hurt a person's feelings.
3,When a class-mate died.
4,"When a person saw that I was accused of something I had not done  
and did not do anything to defend me."
0,"I got my driving licence after they had frightened me with it's  
difficulty."
1,"When I had to walk over three kms through a field which had wild bulls,  
because my car had broken down."
2,"When I saw a man hitting a child of 2 years without any consideration,  
simply because the child had been leaning against a window."
4,When I had to dissect a live mouse at school.
6,"When I saw a program on Ethiopia on T.V, a fews hours earlier I  
had thrown away some clothes and food."
0,"When I saw that the mark I had obtained in an exam was a good  
one."
1,"We were in the country and I walked away from the others one  
night.  Suddenly something moved sharply in front of me and I was  
not able to see what it was."
2,"When I was young, I became very angry as I was not allowed to  
stay up all night for the fair in my town."
3,"When summer is over and I have to leave the town where I spend my  
holidays."
5,"When I inadvertantly entered the ladies room and met some girls  
on my way out."
6,"I was entrusted with an object and while using it I handled it  
carelessly and it broke."
0,"When I learned, after the ecography, that my mother was expecting a  
baby girl.  That was what I wanted."
